lon_gda94,lat_gda94,Ag,As,Au,BaO,Bi,Co,Cr2O3,Cs,Cu,La,Mo,Nb,Ni,Pb,Rb,Sb,Sc,Sn,SrO,Ta,Th,U3O8,V,W,Y,Zn,Zr
139.4150982,-30.1533535,0.4044,11.25,24.483,750,2.25,11.25,15,2.25,81366,7,1.5,7.5,6.7225,22.9875,290,3,3.75,7.5,190,1.5,7.5,5.5,15,2.25,18,51.49,70
139.4162772,-30.1516805,0.42255,11.25,21.661,430,4,11.25,15,2.25,107016,100,1.5,7.5,5.7725,30.917991,76,3,3.75,15,76,1.5,26,5,15,2.25,13,50.35,50
139.4169072,-30.1505875,0.55225,11.25,28.3775,1050,2.25,11.25,15,2.25,94426,9,1.5,7.5,7.4925,29.339,260,2,3.75,7.5,210,3,5,4.5,15,12,19,51.01,30
139.4183072,-30.1500085,0.394,11.25,23.2645,120,2.25,11.25,15,2.25,85597,22,1.5,10,5.76,17.8065,96,5,3.75,7.5,66.5,1.5,9.5,3.5,15,2.25,13,38.71,200
139.4186102,-30.1512215,0.4125,11.25,23.6515,130,2.25,11.25,15,2.25,92169,19,1.5,20,5.4975,12.659442,100,3,3.75,7.5,280,1.5,11,6.5,15,2.25,58,40.535,150
139.4195842,-30.1519555,0.4153,11.25,25.8325,200,2.25,11.25,15,2.25,89087,26,7,7.15,6.245,27.704,86,4,6,7.5,100,0.52,14.49,7,15,2.25,21.55,34.815,114
139.4158872,-30.1630895,0.3745,11.25,22.6155,390,2.25,11.25,15,2.25,82182.5,36,1.5,15,5.505,18.8622,145,3,3.75,7.5,66.5,1.5,31,4,20,2.25,7,49.39,280
139.4105152,-30.1600565,0.5295,11.25,25.0825,480,2.25,11.25,15,2.25,98583,14,1.5,7.5,6.245,24.049,300,2,3.75,7.5,150,1.5,11,6,15,2.25,11,42.62,15
139.4102752,-30.1588265,0.43835,11.25,21.77175,230,2.25,11.25,15,2.25,83689.5,14,1.5,7.5,6.5375,16.015991,74,0.75,3.75,7.5,135,1.5,3.5,6.5,15,2.25,31,40.25,30
139.4082342,-30.1573125,0.4225,11.25,23.073,550,2.25,11.25,15,2.25,95909,10,1.5,7.5,6.6625,25.194991,240,0.75,3.75,7.5,86,1.5,2,2.5,15,2.25,6,51.66,15
139.4108152,-30.1595185,0.4775,11.25,21.7795,360,2.25,11.25,15,2.25,86740.5,20,1.5,10,5.695,17.9735,130,2,3.75,7.5,66.5,1.5,5,6,15,2.25,11,44.345,90
139.4151522,-30.1629455,0.4019,11.25,22.5095,220,2.25,11.25,15,2.25,86237.5,24,1.5,7.5,5.4925,18.064942,72,3,3.75,7.5,66.5,1.5,8,3.5,15,2.25,11,41.9,180
139.4064472,-30.1709155,0.42825,11.25,15.667,256.5,1.195,11.25,15,2.25,100562,130,1.5,7.5,9.9525,18.733433,5,4,3.75,10,100,1.5,15.5,26,40,2.25,24,50.83,60
139.4293602,-30.1620335,0.49565,11.25,21.6265,320,2.25,11.25,15,2.25,86639,25,3,7.5,6.32,20.570442,82,2,3.75,7.5,18,1.5,7,1,20,2.25,15,44.86,150
139.4455192,-30.1757695,0.54445,11.25,30.209,950,2.25,20,15,12,91001.5,125,1.5,7.15,15.2275,30.945884,65.2,2,5.6,3,14,0.52,66,6.5,130,8,25,94.43,114
139.3010512,-30.1465855,0.41475,12.3595,18.41,30,2.906475,17.6215,75,2.6547,164333.5,9,3,15,18.2,20.3817,1.5,3.5415,12.3905,7.5,245,1.5,9,3,63.568,6,29,81.0475,160
139.3559292,-30.2629665,0.67065,13.514,23.8965,629,1.13955,10.45,5.9175,6.0925,50000,156,1.99975,7.15,4,18.4942,65.2,1.8698,5.5,8.964,33.0402,0.5187,89.1462,24.8321,5,6.0066,21.55,16,114
139.4950302,-30.1243355,0.63545,7.5481,25.725,772,1.11005,26,4.69,7.4427,9000,152,1.9835,7.15,2,14.2,200.4,1.9046,7.7,8.2715,88.8,0.5409,64.5,20.5,3.2,4.8984,21.55,36,114
139.4929822,-30.1225075,0.58765,13.1133,32.085,573,1.817675,47.5,7.865,6.1352,157000,81,1.7115,7.15,8,18.6,311.9,3.2444,8.1,9.445,20.3,0.5389,82.3,9.5,2.6,6.3032,21.55,9,114
139.4788162,-30.1359595,0.5155,6.7885,10.1645,574,1.001375,10.45,3.6025,5.4372,19000,26,1.70925,7.15,5,11.3,429.8,1.50215,8,9.3305,46.7,0.515,14.49,7,7.2,5.994,21.55,25,114
139.5007692,-30.1079755,0.654,6.2437,22.588,309,1.125725,10.45,2,6.0279,11000,93,1.70325,7.15,3,7,106.21,1.73915,2.1,8.94,38.572,0.5111,81.6,18.4,2.3,6.0499,21.55,10,114
139.5285232,-30.1088925,0.6565,11.9573,24.076,875,1.3824,21.8,53,7.6104,33000,59,2.4525,26.2,27,33.5,287.65,3.2775,14.7,7.703,26.424,1.825,36.9,5.9,76.4,6.8773,55.5,42,277.9
139.5358682,-30.0641255,0.6302,7.1835,25.925,78,1.96975,10.45,10,5.9184,10000,12.6065,2.09375,0.9,0.5,2.4,7.999,3.33575,5.6,1.85255,109.961,0.254475,4.3978,3.9856,40.9,2.2401,2.6,76,9.8
139.5433122,-30.0922145,0.738,10.8513,21.426,827,1.481475,41.4,6,6.9301,5000,158,2.81825,34,9,20.5,276.187,3.7094,11,8.2915,74.965,1.959,14.49,21.6,15.2,7.6872,101.7,40,421.8
139.6638362,-30.0067905,0.78765,13.1027,22.683,1152,1.87925,30.049,17.647,9.0177,88953.5,89,2.43625,43,12,30.39741,217,3.2408,10.604,9.5385,46,0.7463,46,16,39.161,7.2678,110,53,114
139.6458792,-30.0115115,0.7956,10.0006,24.001,64,1.76655,30.2955,15,7.5854,190580,26,2.10075,45,10,19.567233,96,3.5149,6.7155,8.7195,14,0.9871,70,17,22.695,7.736,47,2,378
139.5540232,-30.0972735,0.36585,11.25,24.673,440,2.25,30,70,4,103754.5,35,1.5,25,11.81,13.436191,120,4,5.6,7.5,160,1.5,9.5,3,25,2.25,54,102.105,300
139.5513532,-30.0982285,0.49435,11.25,22.66775,370,2.25,30,50,2.25,100749,38,1.5,25,11.5825,13.800691,100,2,5.6,7.5,160,2,11.5,4,25,2.25,54,94.815,340
139.5439472,-30.1065015,0.46935,11.25,21.4105,330,2.25,11.25,20,4,90139.5,26,1.5,7.15,11.2625,29.025384,65.2,2,5.6,3,28,0.52,14.49,7,70,2.25,21.55,47.1575,114
139.5390782,-30.1044985,0.38535,11.25,25.141,490,2.25,40,90,2.25,79889,32,1.5,20,14.175,32.6182,100,3,5.6,7.5,145,1.5,21,2.5,25,6,48,95.985,300
139.5513522,-30.1004475,0.46845,11.25,23.44275,200,2.25,30,60,2.25,74737,37,2,25,11,13.769191,130,2,5.6,7.5,140,1.5,17,4,25,2.25,52,75.375,330
139.6966532,-30.0015485,0.398,10.2701,16.493,75,1.896425,11.7997,15,2.2948,109126.5,65,1.5,7.15,6.7275,30.508942,105,3.416,4.85,7.5,66.5,0.52,60,7,19.479,6,70,33.7475,114
139.6960722,-30.0023825,0.42655,8.0933,17.376,175,2.58355,10.1576,15,2.3665,117812.5,6,1.5,7.5,7.7875,21.982933,8.5,2.6817,4.2785,7.5,66.5,1.5,4,15.5,23.725,2.25,7,46.895,30
139.5924952,-30.0653975,0.47425,13.3004,20.19,550,2.20665,18.3981,15,3.5469,97443,115,3,35,15.36,44.075437,335,3.1357,9.06,10,25,0.52,80,34.5,27.714,4,95,64.76,114
139.5958262,-30.0697735,0.46765,10.9146,16.842,385,1.992425,18.7266,15,2.8384,102785,95,1.5,40,8.035,34.027628,290,3.1338,6.5015,15,40,0.52,14.49,7,22.409,8,95,61.4,310
139.5929732,-30.0683265,0.6759,5,35.725,673,1.297725,6,10,7.5604,5000,97.535,1.90125,7.15,6,9,180,2.9975,6,6.577,54,0.5165,65,30,26,6.6306,98,27,114
139.5938882,-30.0688955,0.71455,37,27.076,744,1.2659,6,10,7.9697,32000,95.535,2.84075,43,7,34,251,3.3739,6,8.4095,39,1.0621,69,7,12,7.9708,92,32,249
139.5793562,-30.0557105,0.73915,6,31.026,345,1.50795,8,10,6.5467,15000,73.17,1.371,7.15,53,3,323,3.6416,7,6.28,7,0.4669,14.49,27,7,6.4816,21.55,17,229
139.5883772,-30.0559065,0.694,6,22.425,151,1.552825,2,10,6.1821,1000,56.995,1.511,7.15,8,20.650942,148,3.1741,6,6.883,13,0.5082,91,7,19,6.8452,21.55,21,337
139.5961792,-30.0719705,0.72525,5,18.525,314,1.468375,3,10,7.4708,2000,127.66,1.80325,45,6,29,304,3.10165,5,7.227,25,1.2634,14.49,7,13,7.5234,104,29,331
139.5911822,-30.0460385,0.72375,5,30.351,766,1.680325,2,10,7.6104,96000,97.105,1.79575,43,3,22,369,3.00795,5,7.541,25,1.4595,58,16,12,8.1245,94,18,416
139.5198702,-30.0800835,0.62625,9.4746,19.128,164,1.135475,10.45,2,6.8374,10000,5,2.32975,3,1,35,241,1.907925,1,2.704,41,0.210825,9,3,5,6.4228,45,28.75,52
139.5014472,-30.1117765,0.537,8.8403,27.965,801,1.19955,48.5,6.5125,6.4863,10000,148,2.18725,41.6,1,19.6,206.2,3.375,6.1,8.607,76.89,1.5183,62.8,20.8,3.2,6.0043,21.55,45,114
139.5400462,-30.0982265,0.68675,7.7488,21.032,148,1.42545,67.1,16.59,7.4458,10000,101,1.887,32.2,5,9,88.2,3.2157,7.6,8.785,56.4,1.7905,14.49,14.9,22.5,8.4172,97.1,7,321.2
139.6675302,-29.9665825,0.7008,9,80,720.799,1.195,10.45,22.915,4.8845,44200,81.455,1.5,27.0856,32,210,177.9388,6,14.1595,3,96.57009,0.52,60,32,76.424,10,50,135,214.399
139.6793452,-29.9581015,0.3845,9,15,207.559,3,28,18.6155,2.7114,40000,59.19,3,26.7244,16,10,81.6374,3,9.008,6,64.0039,0.52,42,8,53.15,10,36,28,121.709
139.6722962,-29.9773515,0.3715,3,20,165.627,3,8,5.055,2.0599,44200,74.75,3,29.6355,8,8,84.3673,6,8.669,3,84.3369,0.52,55,7,12.5435,2.25,40,24,141.294
139.6700792,-29.9786465,0.4634,2,15,172.916,3,12,19.98,2.9378,44200,58.735,3,25.9432,16,14,85.6648,3,9.921,3,78.0733,0.52,65,16,59.207,2.25,21.55,70,145.903
139.6692802,-29.9784855,0.3985,9,15,218.169,3,36,14.848,2.7869,44200,47.33,4,10.5618,32,14,85.26683,4,5.8105,3,74.5426,0.52,8,20,116.36,15,75,40,69.311
139.6740472,-29.9739605,0.40375,9,15,251.041,3,32,6.5525,3.1135,32000,97.96,4,16.7805,4,10,126.5334,3,8.6545,3,71.9169,0.52,14.49,32,11.119,10,85,4,218.353
139.6733412,-29.9742975,0.37375,9,15,261.462,3,3,7.1225,2.3971,55000,96.82,3,10.23025,3,30,135.6045,4,8.759,3,97.8558,0.52,14.49,30,9.9845,2.25,21.55,2,133.705
139.6786502,-29.9589385,0.5604,9,80,639.238,1.195,4,10.5225,2.7008,220000,73.84,1.5,28.789,4,18,176.494,3,10.759,14,64.8152,0.52,55,10,27.035,10,34,70,139.928
139.6734912,-29.9741705,0.34575,55,15,183.44,3,8,12.77,4.6408,95000,36.72,3,8.82845,4,14,102.2332,4,8.225,3,78.3804,0.52,14.49,7,18.086,15,21.55,14,148.733
139.6586232,-29.9779595,0.51615,9,15,147.933,3,8,13.1525,2.4272,530000,32.46,1.5,6.97765,4,20,83.2847,1.5,5.5445,3,67.7745,0.52,14.49,7,28.5695,2.25,21.55,36,107.204
139.6529972,-29.9679675,0.41715,2,15,130.71,3,3,5.005,2.4314,10000,89.285,3,30.6478,4,6,140.1115,4,8.8645,4,70.4858,0.52,50,4,10.02,7.5,60,10,186.062
139.6754822,-29.9756035,0.58155,8,20,480.002,3,8,21.75,3.962,44200,30.12,1.5,10.76685,20,75,175.7079,8,11.8945,3,105.8748,0.52,14.49,7,51.374,2.25,21.55,26,157.668
139.6742832,-29.9599235,0.51815,9,40,214.169,3,12,22.6525,4.6219,450000,68.19,1.5,27.3749,20,38,108.2965,6,9.7425,3,85.1202,0.52,75,7,68.78,10,55,26,204.453
139.6565682,-29.9728905,0.49625,42,15,165.363,3,4,14.416,2.8235,650000,41.285,3,9.37505,4,32,120.9528,1.5,10.5065,6,82.136,0.52,14.49,14,31.8925,15,12,60,127.435
139.6726952,-29.9747025,0.309,14,15,202.013,3,8,6.9875,2.3135,28000,56.535,1.5,12.24965,8,4,99.9778,3,8.7625,3,71.76391,0.52,28,3,10.531,7.5,8,8,112.511
139.6881232,-29.9688615,0.64045,9,15,513.708,3,16,19.0675,3.158,12000,83.66,3,28.8961,3,130,169.913382,8,10.4105,3,108.253,0.52,60,20,20.4,2.25,26,75,173
139.6691502,-29.9785465,0.47105,12,15,201.821,3,13.489,17.56,2.4396,48000,52.015,2.64425,12.0618,13.245,6,117.687,6,9.5435,3,62.0352,0.5569,27.6879,9.1207,44.123,15,44.6808,80,140
139.6689262,-29.9786255,0.5413,9,15,183.488,3,13.265,17.997,2.7714,6000,57.155,2.973,12.5792,11.2625,6,111.809,3,8.924,3,64.4255,0.5578,24.5478,8.3195,44.907,15,45.208,75,200
139.6796302,-29.9578115,0.423,14,15,196.81,3,12.5555,11.9545,1.9432,10000,56.635,2.297,9.2923,10.73,4,112.2422,3,5.3825,3,61.18842,0.5601,24.0606,7.4309,37.1015,7.5,39.6756,65,85
139.6539122,-29.9737755,0.2849,10,15,186.582,3,11.7285,15.541,2.5099,6000,49.04,3.1135,10.4678,12.7225,40,108.891,1.5,9.199,3,77.359533,0.5511,18.4833,7.8918,43.0165,7.5,34.254,30,114
139.6700002,-29.9782095,0.43115,9,15,225.709,3,14.6395,19.4905,3.3197,44200,49.45,2.653,13.9526,22.8975,12,109.5836,6,10.0875,6,66.4065,0.6157,27.8965,9.53,45.728,7.5,40.6262,170,120
139.6784852,-29.9571865,0.53705,9,15,185.01,3,14.05,20.002,2.7729,14000,52.45,2.8585,11.2404,12.9575,6,111.1728,3,9.5505,4,63.1155,0.6668,25.7893,8.0487,43.136,10,46.9184,85,300
139.6782332,-29.9592125,0.6004,9,40,206.353,3,14.818,26.8525,3.7673,40000,56.57,2.9185,16.0062,20.58,4,124.1319,6,10,3,68.0884,0.6313,28.5323,9.9249,45.943,15,45.5965,90,225
139.6553492,-29.9703695,0.5069,8,15,170.366,3,12.204,19.2515,2.2624,12000,70.96,2.822,10.0334,8.9325,6,86.8533,3,4.24,3,55.0287,0.6145,22.5737,7.0955,29.9495,10,41.1225,8,4
139.6739672,-29.9913005,0.73715,8.8085,22.128,215,1.700975,28.612,19,7.5604,91370,158,2.27175,46,16,22.946184,65.2,3.12675,8.3175,8.314,29,0.8182,14.49,7,68.439,6.707,21.55,18,338
139.6796142,-29.9924425,0.68475,11.7105,22.604,427,1.760425,29.745,6,7.6104,78219.5,132,2.07475,42,14,30.820937,398,3.0749,13.0845,9.0215,41,0.8784,65,23,63.839,7.0023,21.55,83,114
139.6488812,-30.0102765,0.75,13.0786,25.827,129,1.85205,29.5065,20,7.8427,210169.5,101,2.638,43,10,19.797675,156,3.8894,7.5675,10.0055,47,0.8426,69,18,25.503,7.9542,98,3,308
